cd,zip,city,state,res_ratio,bus_ratio,oth_ratio,tot_ratio
1602,83434,MENAN,ID,0.001602181,0.000348264,0.000425864,0.001452714
1602,83448,SUGAR CITY,ID,0.002514646,0.001018003,0.000993683,0.00233236
1602,83451,TETON,ID,0.000609205,5.35791E-05,0.000638796,0.000561276
1602,83276,SODA SPRINGS,ID,0.005300349,0.006322332,0.00482646,0.005374569
1602,83244,HOWE,ID,0.000313995,8.03686E-05,0.000141955,0.000287713
1602,83648,MOUNTAIN HOME AFB,ID,0.004331525,0.000241106,0.019234864,0.004466623
1602,83714,GARDEN CITY,ID,0.030221380,0.044470639,0.037972887,0.031733304
1602,83711,BOISE,ID,0.004267116,0.011787398,0.000141955,0.004792069
1602,83713,BOISE,ID,0.026705706,0.015028933,0.034565973,0.025938958
1602,83206,POCATELLO,ID,0.001698795,0.006081226,0.000141955,0.002032856
1602,83428,IRWIN,ID,0.000399874,0.000214316,0.000141955,0.00037497
1602,83465,LEMHI,ID,0.000018786,0,7.09774E-05,1.88664E-05
1602,83277,SPRINGFIELD,ID,0.000158340,2.67895E-05,0,0.000141498
1602,83201,POCATELLO,ID,0.043328673,0.046479854,0.054439634,0.043975247
1602,83210,ABERDEEN,ID,0.002817907,0.000991213,0.000496842,0.002579982
1602,83334,HANSEN,ID,0.002206019,0.000321474,0.000780751,0.001992765
1602,83350,RUPERT,ID,0.013802376,0.009135234,0.007026758,0.013166397
1602,83245,INKOM,ID,0.002058414,0,0.000496842,0.001825325
1602,83252,MALAD CITY,ID,0.005437218,0.005331119,0.002484208,0.005329761
1602,83263,PRESTON,ID,0.010431623,0.008840549,0.005465257,0.010126546
1602,83274,SHELLEY,ID,0.010080055,0.004714959,0.008659238,0.009560554
1602,83226,CHALLIS,ID,0.002503912,0.000642949,0.000851728,0.002285194
1602,83647,MOUNTAIN HOME,ID,0.028933194,0.021297685,0.02150614,0.028014263
1602,83705,BOISE,ID,0.002855479,0.002277111,0.004542551,0.00286062
1602,83324,DIETRICH,ID,0.000644093,0.000160737,0.000141955,0.000584859
1602,83405,IDAHO FALLS,ID,0.002860846,0.009992499,0.000141955,0.003398312
1602,83215,ATOMIC CITY,ID,0.000085879,8.03686E-05,0,8.25406E-05
1602,83303,TWIN FALLS,ID,0.005947125,0.023119374,0.000283909,0.007270643
1602,83237,FRANKLIN,ID,0.001518986,0.000267895,0.000851728,0.001386681
1602,83227,CLAYTON,ID,0.000391823,0.000133948,7.09774E-05,0.000358462
1602,83441,REXBURG,ID,0.000000000,2.67895E-05,7.09774E-05,4.7166E-06
1602,83604,BRUNEAU,ID,0.000083195,2.67895E-05,0,7.54656E-05
1602,83204,POCATELLO,ID,0.023962943,0.025959066,0.024771098,0.024165515
1602,83221,BLACKFOOT,ID,0.029512878,0.027834333,0.028390943,0.029327837
1602,83311,ALBION,ID,0.000558214,0,7.09774E-05,0.000492885
1602,83321,CASTLEFORD,ID,0.000346200,0.000133948,7.09774E-05,0.000318371
1602,83342,MALTA,ID,0.001331126,0.000241106,0.001135638,0.001228675
1602,83323,DECLO,ID,0.001771256,0.00056258,0.001277592,0.001648453
1602,83444,ROBERTS,ID,0.001269400,0.000214316,0.001206615,0.001174434
1602,83420,ASHTON,ID,0.001977902,0.000857265,0.000354887,0.001825325
1602,83254,MONTPELIER,ID,0.004830697,0.006241963,0.003619845,0.0049147
1602,83239,GEORGETOWN,ID,0.000611888,0,7.09774E-05,0.000540051
1602,83250,MCCAMMON,ID,0.001717581,0.000241106,0.000354887,0.001542329
1602,83702,BOISE,ID,0.033001715,0.073269396,0.072396905,0.037855455
1602,83214,ARIMO,ID,0.000678981,0.000107158,7.09774E-05,0.000608442
1602,83314,BLISS,ID,0.000644093,0.000375054,0,0.000599009
1602,83421,CHESTER,ID,0.000410609,0,7.09774E-05,0.000363178
1602,83246,LAVA HOT SPRINGS,ID,0.001229144,5.35791E-05,0.000638796,0.001106043
1602,83253,MAY,ID,0.000271056,0.000241106,0.000141955,0.00026413
1602,83236,FIRTH,ID,0.002291898,0.00058937,0.000425864,0.002080022
1602,83302,ROGERSON,ID,0.000311312,0.000107158,7.09774E-05,0.000285354
1602,83218,BASALT,ID,0.000311312,0,7.09774E-05,0.000275921
1602,83271,ROCKLAND,ID,0.000126135,8.03686E-05,7.09774E-05,0.000120273
1602,83708,BOISE,ID,0.000000000,2.67895E-05,0,2.3583E-06
1602,83728,BOISE,ID,0.000000000,5.35791E-05,0,4.7166E-06
1602,83203,FORT HALL,ID,0.000000000,0,7.09774E-05,2.3583E-06
1602,83333,HAILEY,ID,0.024768059,0.024324904,0.013627653,0.024358896
1602,83313,BELLEVUE,ID,0.002699823,0.003857694,0.001987366,0.002778079
1602,83322,CORRAL,ID,0.000085879,0,0,7.54656E-05
1602,83355,WENDELL,ID,0.006618056,0.003589799,0.002058343,0.006199975
1602,83344,MURTAUGH,ID,0.001119112,0.00058937,0.000496842,0.001051802
1602,83450,TERRETON,ID,0.001022498,0.000401843,0.000567819,0.000952754
1602,83281,SWANLAKE,ID,0.000005367,0,7.09774E-05,7.0749E-06
1602,83704,BOISE,ID,0.047976877,0.049587441,0.09645823,0.049729503
1602,83706,BOISE,ID,0.045945300,0.040639734,0.064234509,0.046085927
1602,83709,BOISE,ID,0.002624679,0.00292006,0.000496842,0.002579982
1602,83223,BLOOMINGTON,ID,0.000273740,0,7.09774E-05,0.000242905
1602,83724,BOISE,ID,0.000000000,0.000750107,7.09774E-05,6.83907E-05
1602,83446,SPENCER,ID,0.000083195,8.03686E-05,7.09774E-05,8.25406E-05
1602,83229,COBALT,ID,0.000002684,0.000267895,0,2.59413E-05
1602,83209,POCATELLO,ID,0.000000000,0.000160737,0,1.41498E-05
1602,83720,BOISE,ID,0.000000000,2.67895E-05,0,2.3583E-06
1602,83467,SALMON,ID,0.008952893,0.012135662,0.006671872,0.009157285
1602,83469,SHOUP,ID,0.000120767,2.67895E-05,0,0.000108482
1602,83202,POCATELLO,ID,0.025283334,0.018779468,0.037688977,0.025122985
1602,83212,ARBON,ID,0.000222749,0.000107158,7.09774E-05,0.000207531
1602,83217,BANCROFT,ID,0.000858791,2.67895E-05,7.09774E-05,0.000759373
1602,83338,JEROME,ID,0.021491236,0.020118946,0.010859536,0.021017183
1602,83301,TWIN FALLS,ID,0.072240397,0.076966352,0.086592377,0.073133286
1602,83327,FAIRFIELD,ID,0.000429395,8.03686E-05,0.000212932,0.000391478
1602,83336,HEYBURN,ID,0.008059214,0.004366695,0.004755483,0.007624389
1602,83346,OAKLEY,ID,0.001100326,0.000509001,0.000851728,0.001040011
1602,83440,REXBURG,ID,0.042577231,0.037424989,0.047412875,0.042284345
1602,83445,SAINT ANTHONY,ID,0.007476846,0.006161595,0.006813826,0.007339034
1602,83452,TETONIA,ID,0.001728316,0.000160737,0.000354887,0.001544687
1602,83462,CARMEN,ID,0.000308628,5.35791E-05,0.000212932,0.000282996
1602,83623,GLENNS FERRY,ID,0.001620967,0.000696528,0.000567819,0.001504596
1602,83703,BOISE,ID,0.022969966,0.011171239,0.025835758,0.022026536
1602,83712,BOISE,ID,0.011384344,0.006188384,0.010646604,0.010902428
1602,83425,HAMER,ID,0.000611888,8.03686E-05,0.000141955,0.000549484
1602,83232,DAYTON,ID,0.000327414,0.000241106,7.09774E-05,0.000311296
1602,83272,SAINT CHARLES,ID,0.000308628,0,7.09774E-05,0.000273563
1602,83255,MOORE,ID,0.001277451,0.000160737,0.000354887,0.001148493
1602,83243,HOLBROOK,ID,0.000161023,5.35791E-05,7.09774E-05,0.000148573
1602,83627,HAMMETT,ID,0.000646777,0.000160737,0.000496842,0.000599009
1602,83463,GIBBONSVILLE,ID,0.000201279,2.67895E-05,7.09774E-05,0.000181589
1602,83205,POCATELLO,ID,0.002321419,0.007447492,0.000141955,0.002700255
1602,83337,HILL CITY,ID,0.000059042,2.67895E-05,0,5.42409E-05
1602,83725,BOISE,ID,0.000000000,2.67895E-05,0,2.3583E-06
1602,83735,BOISE,ID,0.000000000,8.03686E-05,0,7.0749E-06
1602,83213,ARCO,ID,0.001736367,0.000509001,0.001561502,0.001622511
1602,83211,AMERICAN FALLS,ID,0.006711986,0.007099228,0.00482646,0.006683426
1602,83318,BURLEY,ID,0.020656599,0.031772396,0.01639577,0.021493559
1602,83316,BUHL,ID,0.011558786,0.006697385,0.002981049,0.010845828
1602,83332,HAGERMAN,ID,0.002839377,0.000857265,0.001561502,0.002622431
1602,83340,KETCHUM,ID,0.018659911,0.016797042,0.000496842,0.017892433
1602,83312,ALMO,ID,0.000110033,0,7.09774E-05,9.90487E-05
1602,83335,HAZELTON,ID,0.001790042,0.000696528,0.000780751,0.001660244
1602,83402,IDAHO FALLS,ID,0.030701766,0.04733712,0.055007453,0.032973771
1602,83403,IDAHO FALLS,ID,0.002603209,0.016127304,0.000141955,0.003711966
1602,83455,VICTOR,ID,0.006483869,0.002143163,0.005465257,0.00606791
1602,83423,DUBOIS,ID,0.000432079,5.35791E-05,7.09774E-05,0.000386761
1602,83443,RIRIE,ID,0.001070805,5.35791E-05,0.000425864,0.000959829
1602,83460,REXBURG,ID,0.000000000,0.003268324,0.000212932,0.000294788
1602,83464,LEADORE,ID,0.000552846,2.67895E-05,0.000354887,0.00049996
1602,83241,GRACE,ID,0.001959116,0.000535791,0.000354887,0.001780518
1602,83262,PINGREE,ID,0.001355279,0.000214316,7.09774E-05,0.001212167
1602,83238,GENEVA,ID,0.000147605,0,7.09774E-05,0.000132065
1602,83707,BOISE,ID,0.005182265,0.023065795,0.000141955,0.006589094
1602,83220,BERN,ID,0.000155656,0,0,0.000136781
1602,83427,IONA,ID,0.001808828,0.000107158,0.000354887,0.00161072
1602,83717,BOISE,ID,0.002168446,0.002839691,7.09774E-05,0.002157846
1602,83431,LEWISVILLE,ID,0.000794381,0.000107158,7.09774E-05,0.000709849
1602,83114,COKEVILLE,WY,0.000013419,0,0,1.17915E-05
1602,83404,IDAHO FALLS,ID,0.027285390,0.028316545,0.01639577,0.027014343
1602,83347,PAUL,ID,0.004412037,0.002839691,0.001277592,0.004169477
1602,83422,DRIGGS,ID,0.004079256,0.006188384,0.00511037,0.004299184
1602,83429,ISLAND PARK,ID,0.002310684,0.000910844,7.09774E-05,0.002113038
1602,83251,MACKAY,ID,0.001527037,0.001339477,0.000212932,0.001466864
1602,83234,DOWNEY,ID,0.001213042,0.000187527,0.000425864,0.00109661
1602,83287,FISH HAVEN,ID,0.000998344,0.000214316,0.000141955,0.000900871
1602,83228,CLIFTON,ID,0.000609205,8.03686E-05,0.000283909,0.000551843
1602,83633,KING HILL,ID,0.000512591,0.000160737,0,0.000464585
1602,83701,BOISE,ID,0.003003084,0.017707887,0.000141955,0.004202493
1602,83436,NEWDALE,ID,0.000450865,0,7.09774E-05,0.000398553
1602,83449,SWAN VALLEY,ID,0.000085879,5.35791E-05,7.09774E-05,8.25406E-05
1602,83256,MORELAND,ID,0.000214698,5.35791E-05,0,0.000193381
1602,83286,WESTON,ID,0.001194256,0.000107158,7.09774E-05,0.001061236
1602,83438,PARKER,ID,0.000144921,0,7.09774E-05,0.000129707
1602,83348,PICABO,ID,0.000005367,0,7.09774E-05,7.0749E-06
1602,83278,STANLEY,ID,0.000338149,0.000214316,7.09774E-05,0.000318371
1602,83283,THATCHER,ID,0.000120767,2.67895E-05,0,0.000108482
1602,83468,TENDOY,ID,0.000002684,0,7.09774E-05,4.7166E-06
1602,83328,FILER,ID,0.008188032,0.003670167,0.001845411,0.007579581
1602,83330,GOODING,ID,0.007050135,0.005223961,0.003548868,0.006773042
1602,83352,SHOSHONE,ID,0.003118484,0.001660952,0.001845411,0.002947877
1602,83261,PARIS,ID,0.000563581,0.000133948,0.000496842,0.000523543
1602,83716,BOISE,ID,0.021120883,0.006643806,0.029526581,0.020125745
1602,83325,EDEN,ID,0.000917833,0.000401843,0.000567819,0.00086078
1602,83354,SUN VALLEY,ID,0.000729972,0.000241106,0.000141955,0.000667399
1602,83233,DINGLE,ID,0.000147605,0,7.09774E-05,0.000132065
1602,83349,RICHFIELD,ID,0.000893679,8.03686E-05,0.000709774,0.000815972
1602,83235,ELLIS,ID,0.000096614,2.67895E-05,7.09774E-05,8.96155E-05
1602,83424,FELT,ID,0.000254953,2.67895E-05,0,0.000226397
1602,83454,UCON,ID,0.000193228,0,7.09774E-05,0.000172156
1602,83624,GRAND VIEW,ID,0.000134186,5.35791E-05,0,0.000122632
1602,83285,WAYAN,ID,0.000225433,5.35791E-05,0,0.000202814
1602,83466,NORTH FORK,ID,0.000461600,0.000133948,7.09774E-05,0.000419778
1602,83120,FREEDOM,WY,0.000037572,0,0,3.30162E-05
1602,83343,MINIDOKA,ID,0.000000000,0,7.09774E-05,2.3583E-06
1602,83729,BOISE,ID,0.000000000,2.67895E-05,0,2.3583E-06
1602,83433,MACKS INN,ID,0.000000000,0,7.09774E-05,2.3583E-06
1701,60421,ELWOOD,IL,0.004407321,0.001908754,0.000827835,0.003859797
1701,60451,NEW LENOX,IL,0.039786763,0.060032187,0.012904482,0.038344411
1701,60615,CHICAGO,IL,0.068917851,0.035779782,0.113535098,0.071343501
1701,60652,CHICAGO,IL,0.035559206,0.024102698,0.010640111,0.03215388
1701,60805,EVERGREEN PARK,IL,0.023958220,0.026236012,0.008229651,0.022459564
1701,60609,CHICAGO,IL,0.000483504,0.000336839,0.00063305,0.000489198
1701,60521,HINSDALE,IL,0.000065087,0,0,5.37862E-05
1701,60428,MARKHAM,IL,0.003855631,0.004528613,0.000608702,0.003560132
1701,60423,FRANKFORT,IL,0.042601001,0.075339646,0.009471403,0.041356436
1701,60448,MOKENA,IL,0.030156984,0.065084771,0.010567067,0.030486509
1701,60467,ORLAND PARK,IL,0.001252150,0.007560163,0.001996543,0.001762137
1701,60617,CHICAGO,IL,0.006824838,0.005875968,0.00430961,0.006495319
1701,60621,CHICAGO,IL,0.039907638,0.025936599,0.065398943,0.04163305
1701,60827,RIVERDALE,IL,0.002200561,0.003555522,0.001972194,0.002269264
1701,60482,WORTH,IL,0.001723256,0.000149706,0.000560006,0.001493206
1701,60464,PALOS PARK,IL,0.000288242,7.48531E-05,0,0.000243318
1701,60426,HARVEY,IL,0.000626075,0.000411692,4.86962E-05,0.000550668
1701,60487,TINLEY PARK,IL,0.004602582,0.010816273,0.004626135,0.005030287
1701,60472,ROBBINS,IL,0.009180369,0.005688836,0.004090477,0.008406009
1701,60619,CHICAGO,IL,0.099666816,0.079269434,0.09968104,0.09827244
1701,60620,CHICAGO,IL,0.093474252,0.081926719,0.105743712,0.093974669
1701,60628,CHICAGO,IL,0.014136280,0.015756578,0.005356578,0.013323601
1701,60653,CHICAGO,IL,0.022417828,0.013174146,0.037690828,0.023391858
1701,60803,ALSIP,IL,0.026880937,0.039148172,0.029242044,0.027968804
1701,60418,CRESTWOOD,IL,0.016665375,0.025524907,0.019697597,0.017590636
1701,60452,OAK FOREST,IL,0.034651087,0.031812568,0.023033284,0.033234725
1701,60637,CHICAGO,IL,0.077385362,0.042815974,0.18236712,0.086062981
1701,60192,HOFFMAN ESTATES,IL,0.000030994,0,0,2.56125E-05
1701,60445,MIDLOTHIAN,IL,0.019377334,0.01605599,0.012125344,0.018387184
1701,60468,PEOTONE,IL,0.000182864,3.74266E-05,0,0.000153675
1701,60649,CHICAGO,IL,0.007791846,0.007073618,0.021280222,0.009161576
1701,60478,COUNTRY CLUB HILLS,IL,0.000000000,3.74266E-05,0,2.56125E-06
1701,60442,MANHATTAN,IL,0.014722063,0.004753172,0.002069587,0.012708902
1701,60453,OAK LAWN,IL,0.004503402,0.00325611,0.008132259,0.004799775
1701,60636,CHICAGO,IL,0.010206264,0.009356638,0.006160064,0.009722489
1701,60527,WILLOWBROOK,IL,0.000037193,0,0,3.07349E-05
1701,60462,ORLAND PARK,IL,0.046853353,0.06553389,0.033089041,0.046683827
1701,60463,PALOS HEIGHTS,IL,0.019470316,0.033908455,0.011467946,0.019616582
1701,60616,CHICAGO,IL,0.015196268,0.013436132,0.007937474,0.014312241
1701,60643,CHICAGO,IL,0.059842861,0.056551518,0.027635071,0.05622959
1701,60629,CHICAGO,IL,0.008368331,0.002694712,0.01039663,0.008193425
1701,60449,MONEE,IL,0.003303941,0.001010517,0.000681746,0.002871157
1701,60456,HOMETOWN,IL,0.000136373,7.48531E-05,0.00012174,0.000130624
1701,60014,CRYSTAL LAKE,IL,0.000052689,0,0,4.35412E-05
1701,60406,BLUE ISLAND,IL,0.032562104,0.034544706,0.04489786,0.033995415
1701,60477,TINLEY PARK,IL,0.045904942,0.058722258,0.053590124,0.047590508
1701,60469,POSEN,IL,0.006800043,0.008121561,0.005721799,0.006777056
1701,60655,CHICAGO,IL,0.002963009,0.001721621,0.001363492,0.002709798
1701,60433,JOLIET,IL,0.000018596,0.000261986,9.73923E-05,4.35412E-05
1702,60411,CHICAGO HEIGHTS,IL,0.070235604,0.076283599,0.100481008,0.07303092
1702,60428,MARKHAM,IL,0.011081099,0.012786509,0.002454802,0.01051139
1702,60438,LANSING,IL,0.040332617,0.051225209,0.0413999,0.041139631
1702,60461,OLYMPIA FIELDS,IL,0.006751296,0.012271882,0.003682203,0.006874549
1702,60901,KANKAKEE,IL,0.051293870,0.072364514,0.033438381,0.051278146
1702,60424,GARDNER,IL,0.000021511,0,0,1.83811E-05
1702,60616,CHICAGO,IL,0.000064532,0,3.3173E-05,5.77693E-05
1702,60425,GLENWOOD,IL,0.012042935,0.01409287,0.01018411,0.012031773
1702,60443,MATTESON,IL,0.031556240,0.051264796,0.014795157,0.031536795
1702,60484,UNIVERSITY PARK,IL,0.008847056,0.007006849,0.016918229,0.009363881
1702,60478,COUNTRY CLUB HILLS,IL,0.021968600,0.016705594,0.002852878,0.020106348
1702,60468,PEOTONE,IL,0.007866781,0.005740074,0.004743739,0.007478501
1702,60476,THORNTON,IL,0.003294215,0.004789992,0.002222591,0.003308606
1702,60633,CHICAGO,IL,0.016071588,0.012351055,0.010748051,0.015403401
1702,60914,BOURBONNAIS,IL,0.039954643,0.046316456,0.030950406,0.039663888
1702,60958,PEMBROKE TOWNSHIP,IL,0.004332875,0.001306362,0.000928844,0.003862667
1702,60919,CABERY,IL,0.000165940,3.95867E-05,0,0.000144423
1702,60417,CRETE,IL,0.019316635,0.013894937,0.007928346,0.018055537
1702,60419,DOLTON,IL,0.030308618,0.028581608,0.023453309,0.029651415
1702,60915,BRADLEY,IL,0.014903862,0.025612604,0.010018245,0.015227467
1702,60412,CHICAGO HEIGHTS,IL,0.003481665,0.00554214,6.6346E-05,0.003347994
1702,60423,FRANKFORT,IL,0.000030730,0,0,2.62588E-05
1702,60605,CHICAGO,IL,0.000000000,0,0.000199038,1.57553E-05
1702,60426,HARVEY,IL,0.038943639,0.041882744,0.06452148,0.041163264
1702,60481,WILMINGTON,IL,0.000193597,0,0,0.00016543
1702,60466,PARK FOREST,IL,0.032597974,0.023395748,0.002521148,0.029606775
1702,60628,CHICAGO,IL,0.075422763,0.049127113,0.067938298,0.073086063
1702,60910,AROMA PARK,IL,0.000749803,7.91734E-05,0.000265384,0.000666973
1702,60964,SAINT ANNE,IL,0.006576137,0.002454376,0.005473545,0.006215453
1702,60944,HOPKINS PARK,IL,0.000000000,3.95867E-05,0,2.62588E-06
1702,60449,MONEE,IL,0.009397116,0.012430228,0.006634599,0.009379636
1702,60617,CHICAGO,IL,0.089413956,0.07169154,0.102106485,0.089243091
1702,60935,ESSEX,IL,0.001840704,0.00023752,9.9519E-05,0.001596534
1702,60940,GRANT PARK,IL,0.004262197,0.00265231,0.001227401,0.003915184
1702,60969,UNION HILL,IL,0.000095262,3.95867E-05,0,8.40281E-05
1702,60401,BEECHER,IL,0.011966111,0.007006849,0.004246144,0.011026062
1702,60473,SOUTH HOLLAND,IL,0.026900703,0.055025533,0.012373528,0.027616359
1702,60913,BONFIELD,IL,0.001868360,0.000475041,0.000132692,0.001638548
1702,60442,MANHATTAN,IL,0.000817408,0.000277107,3.3173E-05,0.000719491
1702,60475,STEGER,IL,0.013816034,0.010292546,0.01516006,0.013688702
1702,60471,RICHTON PARK,IL,0.019092309,0.014251217,0.019439376,0.018798661
1702,60649,CHICAGO,IL,0.083692102,0.043189106,0.183048598,0.088870216
1702,60922,CHEBANSE,IL,0.002317013,0.001068841,0.006336042,0.002552353
1702,60827,RIVERDALE,IL,0.036230214,0.021614346,0.044186432,0.035890501
1702,60950,MANTENO,IL,0.017451347,0.015280472,0.007862,0.016548283
1702,60961,REDDICK,IL,0.001342884,0.000158347,0.000132692,0.001168516
1702,60409,CALUMET CITY,IL,0.054111776,0.05494636,0.083264223,0.056474759
1702,60954,MOMENCE,IL,0.008413768,0.010055026,0.004710566,0.008229502
1702,60430,HOMEWOOD,IL,0.027647433,0.050789755,0.023320617,0.028840018
1702,60429,HAZEL CREST,IL,0.020247742,0.028066981,0.012340355,0.020140484
1702,60422,FLOSSMOOR,IL,0.012912583,0.022366494,0.004013933,0.012835292
1702,60615,CHICAGO,IL,0.003226609,0.001504295,0.006933156,0.003405764
1702,60917,BUCKINGHAM,IL,0.000666833,7.91734E-05,0,0.000575067
1702,60941,HERSCHER,IL,0.002612017,0.001187601,0.002023553,0.002470951
1702,60637,CHICAGO,IL,0.001244549,0.000158347,0.002156245,0.001244666
1702,60477,TINLEY PARK,IL,0.000006146,0,0,5.25176E-06
1703,60441,LOCKPORT,IL,0.052006146,0.047784234,0.021451499,0.049328148
1703,60439,LEMONT,IL,0.034005809,0.0404128,0.018359039,0.033237245
1703,60446,ROMEOVILLE,IL,0.043858361,0.044271963,0.007359273,0.04104324
1703,60458,JUSTICE,IL,0.022699191,0.009756309,0.026344633,0.022072752
1703,60456,HOMETOWN,IL,0.006783255,0.002384876,0.017732717,0.00732708
1703,60477,TINLEY PARK,IL,0.007632057,0.00125748,0.007202693,0.007150156
1703,60616,CHICAGO,IL,0.005318444,0.004379499,0.010490879,0.005655456
1703,60463,PALOS HEIGHTS,IL,0.001017130,0,0,0.000866316
1703,60482,WORTH,IL,0.018795417,0.021030266,0.023721913,0.019336536
1703,60480,WILLOW SPRINGS,IL,0.007932898,0.007024543,0.007750724,0.007854801
1703,60465,PALOS HILLS,IL,0.028006891,0.022547914,0.054059344,0.029653016
1703,60558,WESTERN SPRINGS,IL,0.018630671,0.016260515,0.007672434,0.017610005
1703,60546,RIVERSIDE,IL,0.000315167,0.000693782,0.000313161,0.000341646
1703,60521,HINSDALE,IL,0.000017907,4.33614E-05,0,1.83024E-05
1703,60451,NEW LENOX,IL,0.000576612,0,0,0.000491116
1703,60527,WILLOWBROOK,IL,0.002152448,0.00030353,0.002113834,0.00201937
1703,60526,LA GRANGE PARK,IL,0.000021489,0.000563698,0.00015658,7.01594E-05
1703,60402,BERWYN,IL,0.017556238,0.009843032,0.014327096,0.016761992
1703,60459,BURBANK,IL,0.034919077,0.022938167,0.025640022,0.033353161
1703,60638,CHICAGO,IL,0.076793318,0.081476021,0.061183747,0.075906352
1703,60517,WOODRIDGE,IL,0.000211305,0.001170757,0.000195725,0.000277587
1703,60455,BRIDGEVIEW,IL,0.025245598,0.055025583,0.024504815,0.027282849
1703,60643,CHICAGO,IL,0.007564009,0.010276646,0.001761528,0.007302677
1703,60499,BEDFORD PARK,IL,0.001797885,0.010233284,7.82901E-05,0.002257302
1703,60501,SUMMIT ARGO,IL,0.016059194,0.020423207,0.068503875,0.020452986
1703,60534,LYONS,IL,0.016650132,0.021680687,0.031120332,0.018131625
1703,60525,LA GRANGE,IL,0.051905865,0.095828636,0.066859782,0.056161062
1703,60608,CHICAGO,IL,0.003248370,0.009062527,0.006889533,0.003941127
1703,60629,CHICAGO,IL,0.088236031,0.058624577,0.087097784,0.086064211
1703,60454,OAK LAWN,IL,0.002105889,0.012141185,7.82901E-05,0.002653855
1703,60432,JOLIET,IL,0.000325911,0.000130084,0.00023487,0.000305041
1703,60561,DARIEN,IL,0.000641078,0,0.000274016,0.000567376
1703,60435,JOLIET,IL,0.005601378,0.004683028,0.002035544,0.005258903
1703,60403,CREST HILL,IL,0.023651855,0.023588587,0.029437094,0.024098223
1703,60453,OAK LAWN,IL,0.079744428,0.069898534,0.098880451,0.080542973
1703,60457,HICKORY HILLS,IL,0.020152784,0.018818836,0.023917639,0.020352322
1703,60467,ORLAND PARK,IL,0.035531504,0.025106235,0.010216864,0.03282544
1703,60609,CHICAGO,IL,0.053771798,0.073454167,0.095083379,0.058375658
1703,60632,CHICAGO,IL,0.012284352,0.015089758,0.01088233,0.012372455
1703,60804,CICERO,IL,0.007080514,0.00663429,0.008063885,0.007125753
1703,60415,CHICAGO RIDGE,IL,0.023272222,0.029442373,0.044547092,0.025364142
1703,60487,TINLEY PARK,IL,0.028261173,0.009843032,0.006928678,0.025303134
1703,60491,HOMER GLEN,IL,0.031076188,0.024325731,0.004775699,0.028551819
1703,60462,ORLAND PARK,IL,0.011134709,0.023328419,0.015658029,0.012345001
1703,60464,PALOS PARK,IL,0.015808493,0.011534125,0.009512252,0.015017159
1703,60513,BROOKFIELD,IL,0.011052336,0.008282022,0.028575902,0.012222985
1703,60652,CHICAGO,IL,0.007893502,0.01136068,0.00293588,0.007751087
1703,60655,CHICAGO,IL,0.036727706,0.015306565,0.013622485,0.03342027
1703,60803,ALSIP,IL,0.003187485,0.001647732,0.001448368,0.002943644
1703,60448,MOKENA,IL,0.000737777,8.67227E-05,0,0.000634485
1704,60162,HILLSIDE,IL,0.001437134,0.009756511,0.001359685,0.002053191
1704,60526,LA GRANGE PARK,IL,0.010208888,0.004835836,0.008886515,0.009630521
1704,60647,CHICAGO,IL,0.140533229,0.109103249,0.181542272,0.143560547
1704,60161,MELROSE PARK,IL,0.003735744,0.004581318,4.85602E-05,0.003314483
1704,60546,RIVERSIDE,IL,0.027603448,0.031814711,0.023600253,0.02739398
1704,60623,CHICAGO,IL,0.077271135,0.078518707,0.091220318,0.079199543
1704,60657,CHICAGO,IL,0.000008051,0,0,6.38629E-06
1704,60402,BERWYN,IL,0.049067875,0.039832018,0.059389113,0.04973002
1704,60618,CHICAGO,IL,0.140001852,0.125349962,0.136624096,0.13845471
1704,60622,CHICAGO,IL,0.007773408,0.005853907,0.009056476,0.007797657
1704,60534,LYONS,IL,0.000104665,8.48392E-05,0.000534162,0.000159657
1704,60513,BROOKFIELD,IL,0.019938731,0.017052685,0.012625649,0.018759719
1704,60609,CHICAGO,IL,0.002298610,0.004114703,0.003399213,0.00258006
1704,60625,CHICAGO,IL,0.019041025,0.017688979,0.025809741,0.019829422
1704,60630,CHICAGO,IL,0.003047369,0.006108425,0.004297577,0.003442209
1704,60632,CHICAGO,IL,0.067585574,0.065835242,0.03571602,0.063262563
1704,60804,CICERO,IL,0.075431442,0.065495885,0.050866799,0.071452976
1704,60160,MELROSE PARK,IL,0.028823200,0.043946721,0.040547759,0.031503556
1704,60164,MELROSE PARK,IL,0.007821715,0.01323492,0.001990968,0.007462377
1704,60154,WESTCHESTER,IL,0.006787139,0.005769068,0.002306609,0.006121256
1704,60641,CHICAGO,IL,0.083224978,0.07270722,0.047516146,0.077737083
1704,60165,STONE PARK,IL,0.004786423,0.007974888,0.005293061,0.005093064
1704,60153,MAYWOOD,IL,0.000012077,0,0,9.57943E-06
1704,60305,RIVER FOREST,IL,0.003019190,0.002460338,0.003374933,0.003023907
1704,60707,ELMWOOD PARK,IL,0.016476726,0.018791889,0.012479969,0.016125376
1704,60302,OAK PARK,IL,0.000004026,0.001696785,0.000194241,0.000156464
1704,60163,BERKELEY,IL,0.005019907,0.004326801,0.002063808,0.004578968
1704,60304,OAK PARK,IL,0.001312341,0.002587597,0.002306609,0.001539095
1704,60639,CHICAGO,IL,0.085495409,0.11016374,0.096634779,0.088817292
